id,marca,modelo,versao,descricao,tipo,categoria,segmento,ano_fabricacao,ano_modelo,portas,preco,dt_cadastro
492929,Chevrolet,Onix,Onix 1.0 LT SPE/4,"CARRO IMPECÁVEL
EXCELENTE OPÇÃO PARA APLICATIVOS
CARRO COMPLETO COM AR CONDICIONADO, DIREÇÃO HIDRÁULICA, CONTROLE DE SOM NO VOLANTE, PNEUS EM ÓTIMO ESTADO
VENHA CONFERIR 7 Motors, a mais conceituada Loja de Osasco e Região. Todos os nossos veículos possuem laudo pericial  aprovados, trabalhamos com as melhores taxas do mercado, a partir de  ( checar condições ) ,em até, imperdível.
Aceitamos seu veiculo usado como parte de pagamento, e com as melhores avaliações, venha fazer uma visita e faça um test drive, e descubra uma nova forma de atendimento em vendas de veículos 0km e seminovos. 
Aqui temos despachante e parceria com todas as seguradoras do mercado, café bar e estacionamento com segurança.
Não espere mais e venha realizar o sonho do carro novo com a gente.",SEMINOVOS,AUTOMOVEL,\0,2019,2019,4,52900,2021-07-20 13:53:58
492928,Renault,Sandero,Sandero Expression 1.6 8V (flex),"CARRO IMPECÁVEL FAROL DE MILHA, PNEUS EM BOM ESTADO, MEDIA NAV VEÍCULO EM ESTADO DE NOVO, VENHA CONFERIR 7 Motors, a mais conceituada Loja de Osasco e Região. Todos os nossos veículos possuem laudo pericial aprovados, trabalhamos com as melhores taxas do mercado, a partir de ( checar condições ) ,em até, imperdível. Aceitamos seu veiculo usado como parte de pagamento, e com as melhores avaliações, venha fazer uma visita e faça um test drive, e descubra uma nova forma de atendimento em vendas de veículos 0km e seminovos. Aqui temos despachante e parceria com todas as seguradoras do mercado, café bar e estacionamento com segurança. Não espere mais e venha realizar o sonho do carro novo com a gente.",USADOS,AUTOMOVEL,\0,2015,2016,4,39900,2021-07-20 13:53:56
492927,Ford,New Fiesta Hatch,New Fiesta SE 1.6 16V,"CARRO IMPECÁVEL BAIXISSIMO KM, APENAS 33MIL KM PNEUS NOVOS, ÚNICA DONA, VIDROS ELÉTRICOS, TRAVA ELÉTRICA VEÍCULO MUITO NOVO EM ESTADO DE ZERO VENHA CONFERIR 7 Motors, a mais conceituada Loja de Osasco e Região. Todos os nossos veículos possuem laudo pericial aprovados, trabalhamos com as melhores taxas do mercado, a partir de ( checar condições ) ,em até, imperdível. Aceitamos seu veiculo usado como parte de pagamento, e com as melhores avaliações, venha fazer uma visita e faça um test drive, e descubra uma nova forma de atendimento em vendas de veículos 0km e seminovos. Aqui temos despachante e parceria com todas as seguradoras do mercado, café bar e estacionamento com segurança. Não espere mais e venha realizar o sonho do carro novo com a gente.",USADOS,AUTOMOVEL,\0,2016,2017,4,49900,2021-07-20 13:53:55
492926,Ford,Ka,Ka 1.0 SE (Flex),"CARRO EXTREMAMENTE NOVO ÓTIMA OPÇÃO PARA APLICATIVO... ÚNICO DONO, FARÓIS DE MILHA, PNEUS EM BOM ESTADO... LAUDO PERICIAL 100 APROVADO VENHA CONFERIR... 7 Motors, a mais conceituada Loja de Osasco e Região. Todos os nossos veículos possuem laudo pericial aprovados, trabalhamos com as melhores taxas do mercado, a partir de ( checar condições ) ,em até, imperdível. Aceitamos seu veiculo usado como parte de pagamento, e com as melhores avaliações, venha fazer uma visita e faça um test drive, e descubra uma nova forma de atendimento em vendas de veículos 0km e seminovos. Aqui temos despachante e parceria com todas as seguradoras do mercado, café bar e estacionamento com segurança. Não espere mais e venha realizar o sonho do carro novo com a gente.",SEMINOVOS,AUTOMOVEL,\0,2018,2019,4,48900,2021-07-20 13:53:53
492925,Hyundai,Santa Fe,Santa Fe GLS 2.7 V6 4x4,"Duvido mais nova, impecável, linda, maravilhosa!! Couro perfeito, sem desgastes, interior imaculado, tudo funcionando perfeitamente, Manual do proprietário e chave reserva, laudo pericial aprovadíssimo, Venha se surpreender com essa Raridade, 7 Motors, a mais conceituada Loja de Osasco e Região. Todos os nossos veículos possuem laudo pericial aprovados, trabalhamos com as melhores taxas do mercado, a partir de ( checar condições ) ,em até, imperdível. Aceitamos seu veiculo usado como parte de pagamento, e com as melhores avaliações, venha fazer uma visita e faça um test drive, e descubra uma nova forma de atendimento em vendas de veículos 0km e seminovos. Aqui temos despachante e parceria com todas as seguradoras do mercado, café bar e estacionamento com segurança. Não espere mais e venha realizar o sonho do carro novo com a gente.",USADOS,AUTOMOVEL,\0,2008,2008,4,42490,2021-07-20 13:53:51
492924,Honda,City,City LX 1.5 16V (flex) (aut.),"CARRO SUPER BEM CONSERVADO SENSOR DE ESTACIONAMENTO, PNEUS EM EXCELENTE ESTADO!!! QUILOMETRAGEM DE ESTRADA, CARRO SUPER NOVO!!! VENHA CONFERIR 7 Motors, a mais conceituada Loja de Osasco e Região. Todos os nossos veículos possuem laudo pericial aprovados, trabalhamos com as melhores taxas do mercado, a partir de ( checar condições ) ,em até, imperdível. Aceitamos seu veiculo usado como parte de pagamento, e com as melhores avaliações, venha fazer uma visita e faça um test drive, e descubra uma nova forma de atendimento em vendas de veículos 0km e seminovos. Aqui temos despachante e parceria com todas as seguradoras do mercado, café bar e estacionamento com segurança. Não espere mais e venha realizar o sonho do carro novo com a gente.",USADOS,AUTOMOVEL,\0,2012,2013,4,48900,2021-07-20 13:53:50
492923,Fiat,Idea,Idea Essence 1.6 16V E.TorQ (Flex),"CARRO IMPECÁVEL!!!
RETROVISORES E VIDROS ELÉTRICOS, SENSOR DE ESTACIONAMENTO, SOM ORIGINAL DE FÁBRICA, COMANDO NO VOLANTE...
***BAIXO KM***
CARRO 100% APROVADO NO LAUDO CAUTELAR!!!
VENHA CONFERIR...
(11) 3682-2646 FIXO / (11) 94903-9830 WHATS 7 Motors, a mais conceituada Loja de Osasco e Região. Todos os nossos veículos possuem laudo pericial  aprovados, trabalhamos com as melhores taxas do mercado, a partir de  ( checar condições ) ,em até, imperdível.
Aceitamos seu veiculo usado como parte de pagamento, e com as melhores avaliações, venha fazer uma visita e faça um test drive, e descubra uma nova forma de atendimento em vendas de veículos 0km e seminovos. 
Aqui temos despachante e parceria com todas as seguradoras do mercado, café bar e estacionamento com segurança.
Não espere mais e venha realizar o sonho do carro novo com a gente.",USADOS,AUTOMOVEL,\0,2014,2014,4,39900,2021-07-20 13:53:49
492922,Hyundai,Elantra,Elantra Sedan GLS 2.0L 16v (Flex) (Aut),"CARRO EM ÓTIMO ESTADO DE CONSERVAÇÃO!!! TETO SOLAR, KIT MULTIMÍDIA, CÂMERA DE RÉ, PNEUS EM EXCELENTE ESTADO!!!! ÚNICO DONO!!!! ***APENAS 75.000KM*** VEÍCULO PARA PESSOAS QUE BUSCAM CONFORTO E QUALIDADE!!! VENHA CONFERIR... (11) 3682-2646 FIXO / (11) 94903-9830 WHATS 7 Motors, a mais conceituada Loja de Osasco e Região. Todos os nossos veículos possuem laudo pericial aprovados, trabalhamos com as melhores taxas do mercado, a partir de ( checar condições ) ,em até, imperdível. Aceitamos seu veiculo usado como parte de pagamento, e com as melhores avaliações, venha fazer uma visita e faça um test drive, e descubra uma nova forma de atendimento em vendas de veículos 0km e seminovos. Aqui temos despachante e parceria com todas as seguradoras do mercado, café bar e estacionamento com segurança. Não espere mais e venha realizar o sonho do carro novo com a gente.",USADOS,AUTOMOVEL,\0,2014,2015,4,69900,2021-07-20 13:53:48
492921,Jeep,Renegade,Renegade 1.8 Sport (Aut),"Sem retoques de pintura, absurdamente nova sem detalhes, impecável, apenas 8mil km, a mais nova de sp. 7 Motors, a mais conceituada Loja de Osasco e Região. Todos os nossos veículos possuem laudo pericial aprovados, trabalhamos com as melhores taxas do mercado, a partir de ( checar condições ) ,em até, imperdível. Aceitamos seu veiculo usado como parte de pagamento, e com as melhores avaliações, venha fazer uma visita e faça um test drive, e descubra uma nova forma de atendimento em vendas de veículos 0km e seminovos. Aqui temos despachante e parceria com todas as seguradoras do mercado, café bar e estacionamento com segurança. Não espere mais e venha realizar o sonho do carro novo com a gente.",SEMINOVOS,AUTOMOVEL,\0,2020,2020,4,93900,2021-07-20 13:53:46
492920,Nissan,March,March 1.6 SV CVT (Flex),"Impecável, sem detalhes, STEP SEM USO, acabou de sair da carrera Nissan onde foi feita a revisão de 20mil km 7 Motors, a mais conceituada Loja de Osasco e Região. Todos os nossos veículos possuem laudo pericial aprovados, trabalhamos com as melhores taxas do mercado, a partir de ( checar condições ) ,em até, imperdível. Aceitamos seu veiculo usado como parte de pagamento, e com as melhores avaliações, venha fazer uma visita e faça um test drive, e descubra uma nova forma de atendimento em vendas de veículos 0km e seminovos. Aqui temos despachante e parceria com todas as seguradoras do mercado, café bar e estacionamento com segurança. Não espere mais e venha realizar o sonho do carro novo com a gente.",SEMINOVOS,AUTOMOVEL,\0,2020,2020,4,64990,2021-07-20 13:53:45
492919,Chevrolet,Tracker,Tracker Midnight 1.4 16V Ecotec (Flex) (Aut),"A mais completa da categoria, versão MIDNIGHT câmera de ré, bancos em couro e teto solar, GPS INTEGRADO, único dono e sem retoques de pintura. novíssima 7 Motors, a mais conceituada Loja de Osasco e Região. Todos os nossos veículos possuem laudo pericial aprovados, trabalhamos com as melhores taxas do mercado, a partir de ( checar condições ) ,em até, imperdível. Aceitamos seu veiculo usado como parte de pagamento, e com as melhores avaliações, venha fazer uma visita e faça um test drive, e descubra uma nova forma de atendimento em vendas de veículos 0km e seminovos. Aqui temos despachante e parceria com todas as seguradoras do mercado, café bar e estacionamento com segurança. Não espere mais e venha realizar o sonho do carro novo com a gente.",SEMINOVOS,AUTOMOVEL,\0,2019,2019,4,103900,2021-07-20 13:53:45
492918,Honda,Civic,New Civic LXS 1.8 16V i-VTEC (Flex),"Unico dono, sem detalhes, baixissima km, 7 Motors, a mais conceituada Loja de Osasco e Região. Todos os nossos veículos possuem laudo pericial aprovados, trabalhamos com as melhores taxas do mercado, a partir de ( checar condições ) ,em até, imperdível. Aceitamos seu veiculo usado como parte de pagamento, e com as melhores avaliações, venha fazer uma visita e faça um test drive, e descubra uma nova forma de atendimento em vendas de veículos 0km e seminovos. Aqui temos despachante e parceria com todas as seguradoras do mercado, café bar e estacionamento com segurança. Não espere mais e venha realizar o sonho do carro novo com a gente.",USADOS,AUTOMOVEL,\0,2014,2014,4,59990,2021-07-20 13:53:44
492917,Fiat,500,500 Cult 1.4 Evo (Flex),"Maravilhoso, baixa km, pneus novos, laudo aprovadíssimo.
sem detalhes, venha conferir de perto, raridade.  7 Motors, a mais conceituada Loja de Osasco e Região. Todos os nossos veículos possuem laudo pericial  aprovados, trabalhamos com as melhores taxas do mercado, a partir de  ( checar condições ) ,em até, imperdível.
Aceitamos seu veiculo usado como parte de pagamento, e com as melhores avaliações, venha fazer uma visita e faça um test drive, e descubra uma nova forma de atendimento em vendas de veículos 0km e seminovos. 
Aqui temos despachante e parceria com todas as seguradoras do mercado, café bar e estacionamento com segurança.
Não espere mais e venha realizar o sonho do carro novo com a gente.",USADOS,AUTOMOVEL,\0,2014,2014,4,42990,2021-07-20 13:53:44
492916,Hyundai,Tucson,Tucson GLS 2.0L 16v Top (Flex) (Aut),"Impecável, Único dono, sem detalhes , laudo aprovadíssimo,
pneus ótimos, aceitamos seu usado como parte de pgto., fazemos a melhor avaliação do mercado  7 Motors, a mais conceituada Loja de Osasco e Região. Todos os nossos veículos possuem laudo pericial  aprovados, trabalhamos com as melhores taxas do mercado, a partir de  ( checar condições ) ,em até, imperdível.
Aceitamos seu veiculo usado como parte de pagamento, e com as melhores avaliações, venha fazer uma visita e faça um test drive, e descubra uma nova forma de atendimento em vendas de veículos 0km e seminovos. 
Aqui temos despachante e parceria com todas as seguradoras do mercado, café bar e estacionamento com segurança.
Não espere mais e venha realizar o sonho do carro novo com a gente.",USADOS,AUTOMOVEL,\0,2017,2017,4,58490,2021-07-20 13:53:44
492914,Honda,HR-V,HR-V EX CVT 1.8 I-VTEC FlexOne,"Extremamente nova!!!! Sem retoques na pintura, branca perolizada!!! maravilhosa!!! Sem detalhes!!!! Manual do proprietário e chave reserva. todas as revisões foram feitas em Autorizada Honda! 7 Motors, a mais conceituada Loja de Osasco e Região. Todos os nossos veículos possuem laudo pericial aprovados, trabalhamos com as melhores taxas do mercado, a partir de ( checar condições ) ,em até, imperdível. Aceitamos seu veiculo usado como parte de pagamento, e com as melhores avaliações, venha fazer uma visita e faça um test drive, e descubra uma nova forma de atendimento em vendas de veículos 0km e seminovos. Aqui temos despachante e parceria com todas as seguradoras do mercado, café bar e estacionamento com segurança. Não espere mais e venha realizar o sonho do carro novo com a gente.",SEMINOVOS,AUTOMOVEL,\0,2018,2018,4,94900,2021-07-20 13:53:42
492913,Kia,Soul,Soul EX 1.6 (Flex) (Aut) U259,"Top da categoria, Som com GPS, câmera de ré, botão start stop bancos em couro impecáveis, ar condicionado digital, a mais nova do brasil com certeza. manual do proprietário e chave reserva. 7 Motors, a mais conceituada Loja de Osasco e Região. Todos os nossos veículos possuem laudo pericial aprovados, trabalhamos com as melhores taxas do mercado, a partir de ( checar condições ) ,em até, imperdível. Aceitamos seu veiculo usado como parte de pagamento, e com as melhores avaliações, venha fazer uma visita e faça um test drive, e descubra uma nova forma de atendimento em vendas de veículos 0km e seminovos. Aqui temos despachante e parceria com todas as seguradoras do mercado, café bar e estacionamento com segurança. Não espere mais e venha realizar o sonho do carro novo com a gente.",USADOS,AUTOMOVEL,\0,2016,2017,4,76900,2021-07-20 13:53:40
492912,Nissan,March,March 1.6 16V SV (Flex),"Completissimo com rodas de liga leve.] cor linda e rara, motor 1.6, o mais potente e econômico da categoria. manual do proprietário e chave reserva. Pra quem busca custo beneficio e exclusividade. 7 Motors, a mais conceituada Loja de Osasco e Região. Todos os nossos veículos possuem laudo pericial aprovados, trabalhamos com as melhores taxas do mercado, a partir de ( checar condições ) ,em até, imperdível. Aceitamos seu veiculo usado como parte de pagamento, e com as melhores avaliações, venha fazer uma visita e faça um test drive, e descubra uma nova forma de atendimento em vendas de veículos 0km e seminovos. Aqui temos despachante e parceria com todas as seguradoras do mercado, café bar e estacionamento com segurança. Não espere mais e venha realizar o sonho do carro novo com a gente.",USADOS,AUTOMOVEL,\0,2013,2013,4,28990,2021-07-20 13:53:39
492911,BMW,Serie 3,320i Sport ActiveFlex,"Imaculada!!! Sem retoques de pintura!!! Todas as manutenções e vistorias feitas em concessionaria ( agulhas negras ) BMW Pneus NOVISSIMOS, couro Impecável, Sem detalhes, absurdamente Nova. TETO SOLAR + GPS INTEGRADO. 7 Motors, a mais conceituada Loja de Osasco e Região. Todos os nossos veículos possuem laudo pericial aprovados, trabalhamos com as melhores taxas do mercado, a partir de ( checar condições ) ,em até, imperdível. Aceitamos seu veiculo usado como parte de pagamento, e com as melhores avaliações, venha fazer uma visita e faça um test drive, e descubra uma nova forma de atendimento em vendas de veículos 0km e seminovos. Aqui temos despachante e parceria com todas as seguradoras do mercado, café bar e estacionamento com segurança. Não espere mais e venha realizar o sonho do carro novo com a gente.",USADOS,AUTOMOVEL,\0,2017,2017,4,128890,2021-07-20 13:53:36
492910,Honda,Civic,Civic EXL 2.0 i-VTEC CVT,"Impecável, sem retoques de pintura, bancos em couro, Modelo Exl, manual do proprietário e chave reserva. Duvido mais bonito. imaculado! 7 Motors, a mais conceituada Loja de Osasco e Região. Todos os nossos veículos possuem laudo pericial aprovados, trabalhamos com as melhores taxas do mercado, a partir de ( checar condições ) ,em até, imperdível. Aceitamos seu veiculo usado como parte de pagamento, e com as melhores avaliações, venha fazer uma visita e faça um test drive, e descubra uma nova forma de atendimento em vendas de veículos 0km e seminovos. Aqui temos despachante e parceria com todas as seguradoras do mercado, café bar e estacionamento com segurança. Não espere mais e venha realizar o sonho do carro novo com a gente.",SEMINOVOS,AUTOMOVEL,\0,2018,2018,4,105990,2021-07-20 13:53:36
492909,Fiat,Freemont,Freemont 2.4 16V Precision (Aut),"impecável, veiculo 07 lugares.
manual do proprietário e chave reserva
bancos em couro impecavéis.
a mais nova de SP
BAIXA KM  7 Motors, a mais conceituada Loja de Osasco e Região. Todos os nossos veículos possuem laudo pericial 100% aprovados, trabalhamos com as melhores taxas do mercado, a partir de 0.89% ( checar condições ) ,em até 60x, imperdível.
Aceitamos seu veiculo usado como parte de pagamento, e com as melhores avaliações, venha fazer uma visita e faça um test drive, e descubra uma nova forma de atendimento em vendas de veículos 0km e seminovos. 
Aqui temos despachante e parceria com todas as seguradoras do mercado, café bar e estacionamento com segurança.
Não espere mais e venha realizar o sonho do carro novo com a gente.",USADOS,AUTOMOVEL,\0,2012,2012,4,48990,2021-07-20 13:53:36
492908,Ford,Ka,Ka 1.0 SE (Flex),,USADOS,AUTOMOVEL,HATCH,2017,2018,,44990,2021-07-20 13:24:21
492907,Chevrolet,Celta,Celta Spirit 1.0 VHCE (Flex) 4p,\0,USADOS,AUTOMOVEL,\0,2010,2011,4,25000,2021-07-20 13:50:51
492906,Volkswagen,Saveiro,Saveiro Robust 1.6 MSI CS (Flex),,USADOS,AUTOMOVEL,PICAPE,2017,2018,2,48900,2021-07-20 13:22:26
492905,Hyundai,HB20,HB20 1.6 Comfort Style,Nenhuma Batida.  IPVA Pago.  Veículo de Não-Fumante.  Licenciado.  Vários Opcionais.,USADOS,AUTOMOVEL,\0,2016,2016,5,48990,2021-07-20 14:13:16
492904,Fiat,Palio,Palio Sporting 1.6 16V (Flex),\0,USADOS,AUTOMOVEL,\0,2013,2014,4,35000,2021-07-20 13:49:16
492903,Renault,Captur,Captur 1.6 Intense CVT," REVISADO, IPVA PAGO!   VENHA E CONFIRA OU LIGUE PARA BESOURO RENAULT TERESOPOLIS TEL: 21-2743-5000. FALE COM UM DE NOSSOS CONSULTORES. TELEFONE/ WHATSAPP, (LEOMIR 21-976894084), (DJANIRA 21-99330-8547), (JULIANA 21 99138-0072) (SIDINEI  21 22 99999-9707)",USADOS,AUTOMOVEL,SUV,2019,2020,4,87999,2021-07-20 13:02:08
492902,Renault,Sandero,Sandero Expression 1.6 8V (flex),Nenhuma Batida. Parece Novo. IPVA Pago.  Veículo de Não-Fumante.  Vários Opcionais.,USADOS,AUTOMOVEL,\0,2014,2014,5,33990,2021-07-20 13:26:25
492901,Renault,Kwid,Kwid 1.0 Intense,"KWID ZEN, REVISADO, IPVA PAGO!   VENHA E CONFIRA OU LIGUE PARA BESOURO RENAULT TERESOPOLIS TEL: 21-2743-5000. FALE COM UM DE NOSSOS CONSULTORES. TELEFONE/ WHATSAPP, (LEOMIR 21-976894084), (DJANIRA 21-99330-8547), (JULIANA 21 99138-0072) (SIDINEI  21 22 99999-9707)",SEMINOVOS,AUTOMOVEL,\0,2020,2021,4,49990,2021-07-20 12:46:21
492900,Renault,Kwid,Kwid 1.0 Zen,"Kwid ZEN 2019 Para quem busca um carro para o dia a dia, versátil e economico, vale a pena conferir!.",USADOS,AUTOMOVEL,HATCH,2019,2020,4,47900,2021-07-20 12:43:58
492897,Renault,Kwid,Kwid 1.0 Zen,"KWID ZEN, REVISADO, IPVA PAGO!   VENHA E CONFIRA OU LIGUE PARA BESOURO RENAULT TERESOPOLIS TEL: 21-2743-5000. FALE COM UM DE NOSSOS CONSULTORES. TELEFONE/ WHATSAPP, (LEOMIR 21-976894084), (DJANIRA 21-99330-8547), (JULIANA 21 99138-0072) (SIDINEI  21 22 99999-9707)",SEMINOVOS,AUTOMOVEL,HATCH,2019,2020,,46990,2021-07-20 12:25:57
492896,Nissan,Frontier,Frontier LE Bi-Turbo Diesel 4X4 (Aut),"Rodas de liga leve de 18"", ar condicionado digital, comandos de som no volante, central multimídia, vidros elétricos dianteiros e traseiros, retrovisores elétricos, sensor de estacionamento traseiro, câmera 360º, controle de cruzeiro, e câmbio automático.
Veículo com apenas 39.000 quilômetros rodados e procedência, interior e exterior bem conservados.",SEMINOVOS,AUTOMOVEL,PICAPE,2019,2019,,196900,2021-07-20 12:19:16
492895,Volkswagen,Fox,Fox 1.6 MSI Connect (Flex),"FOX CONNECT 1.6, 2018/2019, COM 22 MIL KLM ORIGINAIS,TODO ORIGINAL, COM MANUAL, AIR BAG, AR COND, CARRO MUITO NOVO, VENHA NOS FAZER UMA VISITA E CONHECER DE PERTO QUALIDADE E PROCEDÊNCIA E SÓ AQUI NA ATUAL SEMINOVOS !..",USADOS,AUTOMOVEL,HATCH,2018,2019,4,57900,2021-07-20 12:17:41
492894,Volkswagen,Fox,Fox 1.6 VHT Prime (Flex),"Fox Prime 1.6
Carro muito bem cuidado e sem detalhe, para quem busca um carro versátil para o dia a dia!
CONDIÇÃO A VISTA!!!
VEÍCULO SE ENCONTRA NA VIP CAR PEUGEOT E CITROEN TUBARÃO - SC",USADOS,AUTOMOVEL,HATCH,2012,2013,4,36900,2021-07-20 12:11:05
492891,Hyundai,HB20S,HB20S 1.6 Style (Aut),"HB20S STYL 1.6 AT , 2019/2019, COM 19 MIL KLM ORIGINAIS,TODO ORIGINAL, COM MANUAL, AIR BAG, CONTROLE DE SOM, AR COND, DIREÇÃO HIDRÁULICA , CARRO MUITO NOVO, VENHA NOS FAZER UMA VISITA E CONHECER DE PERTO QUALIDADE E PROCEDÊNCIA E SÓ AQUI NA ATUAL SEMINOVOS !!..........",USADOS,AUTOMOVEL,SEDAN,2019,2019,4,69900,2021-07-20 11:58:22
492890,Renault,Sandero,SANDERO Authentique Flex 1.0 12V 5p,"SANDERO AUTHENTIC 1.0  VENHA E CONFIRA OU LIGUE PARA BESOURO RENAULT TERESOPOLIS TEL: 21-2743-5000. FALE COM UM DE NOSSOS CONSULTORES. TELEFONE/ WHATSAPP, (LEOMIR 21-976894084), (DJANIRA 21-99330-8547), (JULIANA 21 99138-0072) (SIDINEI  21 22 99999-9707)",USADOS,AUTOMOVEL,HATCH,2019,2020,4,51990,2021-07-20 11:39:31
492889,Hyundai,HB20,HB20 1.0 Unique,"HB20 UNIQUE 1.0 , 2018/2019, COM 24 MIL KLM ORIGINAIS,TODO ORIGINAL, COM MANUAL, AIR BAG, CONTROLE DE SOM, AR COND, DIREÇÃO HIDRÁULICA , CARRO MUITO NOVO, VENHA NOS FAZER UMA VISITA E CONHECER DE PERTO QUALIDADE E PROCEDÊNCIA E SÓ AQUI NA ATUAL SEMINOVOS !!.........",USADOS,AUTOMOVEL,HATCH,2018,2019,4,53900,2021-07-20 11:26:08
492862,Honda,CG 150,Cg 150 Titan Ex (Mix),Motocicleta revisada e com garantia. Obs: Sujeito a estoque!,USADOS,MOTO,URBANA,2013,2013,,9290,2021-07-20 01:41:53
492860,Honda,BIZ 125,Biz 125 Flexone,Motocicleta revisada e com garantia. Obs: Sujeito a estoque!,SEMINOVOS,MOTO,URBANA,2019,2019,,12690,2021-07-20 01:18:45
492856,Renault,Duster,Duster 1.6 16V Expression (Flex),"IPVA Pago. 
Carro muito conservado
Duvidas e mais detalhes watts 47 988549828",USADOS,AUTOMOVEL,\0,2014,2015,4,47500,2021-07-19 22:47:56
492851,Honda,Fit,Fit LXL 1.4,"Aceitamos seu carro na troca, fazemos troca com troco, parcelamos sua entrada em até 18X, fazemos financiamento com ótimas TAXAS, temos todos os bancos disponíveis para financiamento, nossos carros são todos periciados e fazemos boa avaliação do seu veículo na troca. Venha Conferir, Comprar e ser Feliz... Seu Sonho Está Aqui!!!! *Obs.: Valor sugerido é a vista, com troca, consulte condições!",USADOS,AUTOMOVEL,\0,2004,2005,5,25900,2021-07-19 22:13:07
492850,Peugeot,206 SW,206 SW Presence 1.4 (flex),"Aceitamos seu carro na troca, fazemos troca com troco, parcelamos sua entrada em até 18X, fazemos financiamento com ótimas TAXAS, temos todos os bancos disponíveis para financiamento, nossos carros são todos periciados e fazemos boa avaliação do seu veículo na troca.
Venha Conferir, Comprar e ser Feliz... Seu Sonho Está Aqui!!!!
*Obs.: Valor sugerido é a vista, com troca, consulte condições!",USADOS,AUTOMOVEL,\0,2007,2008,4,17900,2021-07-19 22:13:07
492849,Ford,Ecosport,Ecosport XLT 1.6 (Flex),"Aceitamos seu carro na troca, fazemos troca com troco, parcelamos sua entrada em até 18X, fazemos financiamento com ótimas TAXAS, temos todos os bancos disponíveis para financiamento, nossos carros são todos periciados e fazemos boa avaliação do seu veículo na troca. Venha Conferir, Comprar e ser Feliz... Seu Sonho Está Aqui!!!! *Obs.: Valor sugerido é a vista, com troca, consulte condições!",USADOS,AUTOMOVEL,\0,2009,2009,5,33900,2021-07-19 22:13:06
492848,Chevrolet,Onix,Onix 1.0 (Flex),"Aceitamos seu carro na troca, fazemos troca com troco, parcelamos sua entrada em até 18X, fazemos financiamento com ótimas TAXAS, temos todos os bancos disponíveis para financiamento, nossos carros são todos periciados e fazemos boa avaliação do seu veículo na troca.
Venha Conferir, Comprar e ser Feliz... Seu Sonho Está Aqui!!!!
*Obs.: Valor sugerido é a vista, com troca, consulte condições!",SEMINOVOS,AUTOMOVEL,\0,2019,2020,5,59900,2021-07-19 22:13:05
492847,Fiat,Palio,Palio Fire 1.0 8V (Flex) 4p,"Aceitamos seu carro na troca, fazemos troca com troco, parcelamos sua entrada em até 18X, fazemos financiamento com ótimas TAXAS, temos todos os bancos disponíveis para financiamento, nossos carros são todos periciados e fazemos boa avaliação do seu veículo na troca.
Venha Conferir, Comprar e ser Feliz... Seu Sonho Está Aqui!!!!
*Obs.: Valor sugerido é a vista, com troca, consulte condições!",USADOS,AUTOMOVEL,\0,2017,2017,5,31900,2021-07-19 22:13:04
492846,Chevrolet,Captiva,Captiva 2.4 16V (Aut),"Aceitamos seu carro na troca, fazemos troca com troco, parcelamos sua entrada em até 18X, fazemos financiamento com ótimas TAXAS, temos todos os bancos disponíveis para financiamento, nossos carros são todos periciados e fazemos boa avaliação do seu veículo na troca.
Venha Conferir, Comprar e ser Feliz... Seu Sonho Está Aqui!!!!
*Obs.: Valor sugerido é a vista, com troca, consulte condições!",USADOS,AUTOMOVEL,\0,2011,2012,5,53900,2021-07-19 22:13:04
492845,Mitsubishi,Pajero TR4,Pajero TR4 2.0 16V 4x4 (Flex) (Aut),"Aceitamos seu carro na troca, fazemos troca com troco, parcelamos sua entrada em até 18X, fazemos financiamento com ótimas TAXAS, temos todos os bancos disponíveis para financiamento, nossos carros são todos periciados e fazemos boa avaliação do seu veículo na troca. Venha Conferir, Comprar e ser Feliz... Seu Sonho Está Aqui!!!! *Obs.: Valor sugerido é a vista, com troca, consulte condições!",USADOS,AUTOMOVEL,\0,2011,2012,5,53900,2021-07-19 22:13:03
492843,Audi,Q5,Q5 2.0 TFSI Attraction S Tronic Quattro,"Aceitamos seu carro na troca, fazemos troca com troco, parcelamos sua entrada em até 18X, fazemos financiamento com ótimas TAXAS, temos todos os bancos disponíveis para financiamento, nossos carros são todos periciados e fazemos boa avaliação do seu veículo na troca.
Venha Conferir, Comprar e ser Feliz... Seu Sonho Está Aqui!!!!
*Obs.: Valor sugerido é a vista, com troca, consulte condições!",USADOS,AUTOMOVEL,\0,2012,2012,5,85900,2021-07-19 22:13:01
492841,Chevrolet,Captiva,Captiva Sport 2.4 16V (Aut),"Aceitamos seu carro na troca, fazemos troca com troco, parcelamos sua entrada em até 18X, fazemos financiamento com ótimas TAXAS, temos todos os bancos disponíveis para financiamento, nossos carros são todos periciados e fazemos boa avaliação do seu veículo na troca.
Venha Conferir, Comprar e ser Feliz... Seu Sonho Está Aqui!!!!
*Obs.: Valor sugerido é a vista, com troca, consulte condições!",USADOS,AUTOMOVEL,\0,2009,2010,4,43900,2021-07-19 22:12:59
